PREST;ID;MONTO;TASA;VENC;PAGADA_EL;CANC;INT;ABONO;PAGO;RESTA
36728;10.0;2572.00;1,00;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
36728;11.0;2572.00;1,00;31-Jul-2020;;0.00;0.00;0.00;0.00;0.00
36728;12.0;2572.00;1,00;31-Dic-2020;;0.00;0.00;0.00;0.00;0.00
36728;13.0;2572.00;1,00;31-Jul-2021;;0.00;0.00;0.00;0.00;0.00
36728;14.0;2572.00;1,00;31-Dic-2021;;0.00;0.00;0.00;0.00;0.00
36728;15.0;2572.00;1,00;31-Jul-2022;;0.00;0.00;0.00;0.00;0.00
36728;16.0;2572.00;1,00;31-Dic-2022;;0.00;0.00;0.00;0.00;0.00
36728;17.0;2572.00;1,00;31-Jul-2023;;0.00;0.00;0.00;0.00;0.00
36728;18.0;2572.00;1,00;31-Dic-2023;;0.00;0.00;0.00;0.00;0.00
36728;19.0;1213.31;1,00;31-Jul-2024;;0.00;0.00;0.00;0.00;0.00
36728;20.0;0.00;1,00;31-Dic-2024;;0.00;0.00;0.00;0.00;0.00
36727;1.0;3539.00;1,00;31-Jul-2015;2-Oct-2015;3539.00;348.00;3191.00;3191.00;14209.00
36727;2.0;3539.00;1,00;31-Dic-2015;10-Dic-2015;3539.00;710.45;2828.55;6019.55;11380.45
36727;3.0;3539.00;1,00;31-Jul-2016;5-Ago-2016;3539.00;796.60;2742.40;8761.95;8638.05
36727;4.0;3539.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36727;5.0;3539.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36727;6.0;2498.07;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36732;1.0;5084.00;1,00;31-Jul-2015;2-Oct-2015;5084.00;500.00;4584.00;4584.00;20416.00
36732;2.0;5084.00;1,00;31-Dic-2015;10-Dic-2015;5084.00;1020.80;4063.20;8647.20;16352.80
36732;3.0;5084.00;1,00;31-Jul-2016;22-Sep-2016;5084.00;1144.71;3939.29;12586.49;12413.51
36732;4.0;5084.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36732;5.0;5084.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36732;6.0;3593.86;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36733;1.0;26508.00;1,00;31-Jul-2015;;0.00;0.00;0.00;0.00;48600.00
36733;2.0;24217.20;1,00;31-Dic-2015;10-Dic-2015;24217.20;2430.00;21787.20;21787.20;26812.80
36751;1.0;3736.00;1,00;31-Dic-2015;16-Dic-2015;3736.00;2999.50;736.50;736.50;42113.50
36751;2.0;3736.00;1,00;31-Jul-2016;5-Ago-2016;3736.00;2947.98;788.02;1524.52;41325.48
36751;3.0;3736.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36751;4.0;3736.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36751;5.0;3736.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36751;6.0;3736.00;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36751;7.0;3736.00;1,00;31-Dic-2018;;0.00;0.00;0.00;0.00;0.00
36751;8.0;3736.00;1,00;31-Jul-2019;;0.00;0.00;0.00;0.00;0.00
36751;9.0;3736.00;1,00;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
36751;10.0;3736.00;1,00;31-Jul-2020;;0.00;0.00;0.00;0.00;0.00
36751;11.0;3736.00;1,00;31-Dic-2020;;0.00;0.00;0.00;0.00;0.00
36751;12.0;3736.00;1,00;31-Jul-2021;;0.00;0.00;0.00;0.00;0.00
36751;13.0;3736.00;1,00;31-Dic-2021;;0.00;0.00;0.00;0.00;0.00
36751;14.0;3736.00;1,00;31-Jul-2022;;0.00;0.00;0.00;0.00;0.00
36751;15.0;3736.00;1,00;31-Dic-2022;;0.00;0.00;0.00;0.00;0.00
36751;16.0;3736.00;1,00;31-Jul-2023;;0.00;0.00;0.00;0.00;0.00
36751;17.0;3736.00;1,00;31-Dic-2023;;0.00;0.00;0.00;0.00;0.00
36751;18.0;3736.00;1,00;31-Jul-2024;;0.00;0.00;0.00;0.00;0.00
36751;19.0;3736.00;1,00;31-Dic-2024;;0.00;0.00;0.00;0.00;0.00
36751;20.0;5623.73;1,00;31-Jul-2025;;0.00;0.00;0.00;0.00;0.00
36754;1.0;850.00;1,00;31-Dic-2015;15-Ene-2016;850.00;678.37;171.63;171.63;9519.54
36754;2.0;850.00;1,00;31-Jul-2016;5-Ago-2016;850.00;666.40;183.60;355.23;9335.94
36754;3.0;850.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36754;4.0;850.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36754;5.0;850.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36754;6.0;850.00;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36754;7.0;850.00;1,00;31-Dic-2018;;0.00;0.00;0.00;0.00;0.00
36754;8.0;850.00;1,00;31-Jul-2019;;0.00;0.00;0.00;0.00;0.00
36754;9.0;850.00;1,00;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
36754;10.0;850.00;1,00;31-Jul-2020;;0.00;0.00;0.00;0.00;0.00
36754;11.0;850.00;1,00;31-Dic-2020;;0.00;0.00;0.00;0.00;0.00
36754;12.0;850.00;1,00;31-Jul-2021;;0.00;0.00;0.00;0.00;0.00
36754;13.0;850.00;1,00;31-Dic-2021;;0.00;0.00;0.00;0.00;0.00
36754;14.0;850.00;1,00;31-Jul-2022;;0.00;0.00;0.00;0.00;0.00
36754;15.0;850.00;1,00;31-Dic-2022;;0.00;0.00;0.00;0.00;0.00
36754;16.0;850.00;1,00;31-Jul-2023;;0.00;0.00;0.00;0.00;0.00
36754;17.0;850.00;1,00;31-Dic-2023;;0.00;0.00;0.00;0.00;0.00
36754;18.0;850.00;1,00;31-Jul-2024;;0.00;0.00;0.00;0.00;0.00
36754;19.0;850.00;1,00;31-Dic-2024;;0.00;0.00;0.00;0.00;0.00
36754;20.0;1090.37;1,00;31-Jul-2025;;0.00;0.00;0.00;0.00;0.00
36755;1.0;2696.00;1,00;31-Dic-2015;16-Dic-2015;2696.00;2164.96;531.04;531.04;30397.43
36755;2.0;2696.00;1,00;31-Jul-2016;5-Ago-2016;2696.00;2127.79;568.21;1099.25;29829.22
36755;3.0;2696.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36755;4.0;2696.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36755;5.0;2696.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36755;6.0;2696.00;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36755;7.0;2696.00;1,00;31-Dic-2018;;0.00;0.00;0.00;0.00;0.00
36755;8.0;2696.00;1,00;31-Jul-2019;;0.00;0.00;0.00;0.00;0.00
36755;9.0;2696.00;1,00;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
36755;10.0;2696.00;1,00;31-Jul-2020;;0.00;0.00;0.00;0.00;0.00
36755;11.0;2696.00;1,00;31-Dic-2020;;0.00;0.00;0.00;0.00;0.00
36755;12.0;2696.00;1,00;31-Jul-2021;;0.00;0.00;0.00;0.00;0.00
36755;13.0;2696.00;1,00;31-Dic-2021;;0.00;0.00;0.00;0.00;0.00
36755;14.0;2696.00;1,00;31-Jul-2022;;0.00;0.00;0.00;0.00;0.00
36755;15.0;2696.00;1,00;31-Dic-2022;;0.00;0.00;0.00;0.00;0.00
36755;16.0;2696.00;1,00;31-Jul-2023;;0.00;0.00;0.00;0.00;0.00
36755;17.0;2696.00;1,00;31-Dic-2023;;0.00;0.00;0.00;0.00;0.00
36755;18.0;2696.00;1,00;31-Jul-2024;;0.00;0.00;0.00;0.00;0.00
36755;19.0;2696.00;1,00;31-Dic-2024;;0.00;0.00;0.00;0.00;0.00
36755;20.0;4079.87;1,00;31-Jul-2025;;0.00;0.00;0.00;0.00;0.00
36756;4.0;5667.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36756;6.0;5667.00;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36756;7.0;5667.00;1,00;31-Dic-2018;;0.00;0.00;0.00;0.00;0.00
36756;5.0;5667.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36756;8.0;5667.00;1,00;31-Jul-2019;;0.00;0.00;0.00;0.00;0.00
36756;9.0;5667.00;1,00;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
36756;10.0;5667.00;1,00;31-Jul-2020;;0.00;0.00;0.00;0.00;0.00
36756;11.0;5667.00;1,00;31-Dic-2020;;0.00;0.00;0.00;0.00;0.00
36756;12.0;5667.00;1,00;31-Jul-2021;;0.00;0.00;0.00;0.00;0.00
36756;13.0;5667.00;1,00;31-Dic-2021;;0.00;0.00;0.00;0.00;0.00
36756;14.0;5667.00;1,00;31-Jul-2022;;0.00;0.00;0.00;0.00;0.00
36756;15.0;5667.00;1,00;31-Dic-2022;;0.00;0.00;0.00;0.00;0.00
36756;16.0;5667.00;1,00;31-Jul-2023;;0.00;0.00;0.00;0.00;0.00
36756;17.0;5667.00;1,00;31-Dic-2023;;0.00;0.00;0.00;0.00;0.00
36756;18.0;5667.00;1,00;31-Jul-2024;;0.00;0.00;0.00;0.00;0.00
36756;19.0;5667.00;1,00;31-Dic-2024;;0.00;0.00;0.00;0.00;0.00
36756;20.0;8538.20;1,00;31-Jul-2025;;0.00;0.00;0.00;0.00;0.00
36756;3.0;5667.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36756;2.0;5667.00;1,00;31-Jul-2016;5-Ago-2016;5667.00;4471.81;1195.19;2312.19;62687.81
36756;1.0;5667.00;1,00;31-Dic-2015;16-Dic-2015;5667.00;4550.00;1117.00;1117.00;63883.00
36763;2.0;10758.00;1,00;31-Jul-2016;8-Ago-2016;10758.00;6736.94;4021.06;7779.06;92220.94
36763;1.0;10758.00;1,00;31-Dic-2015;10-Dic-2015;10758.00;7000.00;3758.00;3758.00;96242.00
36763;3.0;10758.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36763;4.0;10758.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36763;5.0;10758.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36763;6.0;10758.00;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36763;7.0;10758.00;1,00;31-Dic-2018;;0.00;0.00;0.00;0.00;0.00
36763;8.0;10758.00;1,00;31-Jul-2019;;0.00;0.00;0.00;0.00;0.00
36763;9.0;10758.00;1,00;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
36763;10.0;10758.00;1,00;31-Jul-2020;;0.00;0.00;0.00;0.00;0.00
36763;11.0;10758.00;1,00;31-Dic-2020;;0.00;0.00;0.00;0.00;0.00
36763;12.0;10758.00;1,00;31-Jul-2021;;0.00;0.00;0.00;0.00;0.00
36763;13.0;10758.00;1,00;31-Dic-2021;;0.00;0.00;0.00;0.00;0.00
36763;14.0;13903.86;1,00;31-Jul-2022;;0.00;0.00;0.00;0.00;0.00
37015;1.0;17000.00;0,91;31-Dic-2015;16-Dic-2015;17000.00;4583.34;12416.66;12416.66;237583.34
37015;2.0;17000.00;0,91;31-Jul-2016;5-Ago-2016;17000.00;15244.95;1755.05;14171.71;235828.29
37015;3.0;17000.00;0,91;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
37015;4.0;17000.00;0,91;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
37015;5.0;17000.00;0,91;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
37015;6.0;17000.00;0,91;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
37015;7.0;17000.00;0,91;31-Dic-2018;;0.00;0.00;0.00;0.00;0.00
37015;8.0;17000.00;0,91;31-Jul-2019;;0.00;0.00;0.00;0.00;0.00
37015;9.0;17000.00;0,91;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
37015;10.0;17000.00;0,91;31-Jul-2020;;0.00;0.00;0.00;0.00;0.00
37015;11.0;17000.00;0,91;31-Dic-2020;;0.00;0.00;0.00;0.00;0.00
37015;12.0;17000.00;0,91;31-Jul-2021;;0.00;0.00;0.00;0.00;0.00
37015;13.0;17000.00;0,91;31-Dic-2021;;0.00;0.00;0.00;0.00;0.00
37015;14.0;17000.00;0,91;31-Jul-2022;;0.00;0.00;0.00;0.00;0.00
37015;15.0;17000.00;0,91;31-Dic-2022;;0.00;0.00;0.00;0.00;0.00
37015;16.0;17000.00;0,91;31-Jul-2023;;0.00;0.00;0.00;0.00;0.00
37015;17.0;17000.00;0,91;31-Dic-2023;;0.00;0.00;0.00;0.00;0.00
37015;18.0;17000.00;0,91;31-Jul-2024;;0.00;0.00;0.00;0.00;0.00
37015;19.0;17000.00;0,91;31-Dic-2024;;0.00;0.00;0.00;0.00;0.00
37015;20.0;17000.00;0,91;31-Jul-2025;;0.00;0.00;0.00;0.00;0.00
37015;21.0;17000.00;0,91;31-Dic-2025;;0.00;0.00;0.00;0.00;0.00
37015;22.0;16000.00;0,91;31-Jul-2026;;0.00;0.00;0.00;0.00;0.00
37015;23.0;16000.00;0,91;31-Dic-2026;;0.00;0.00;0.00;0.00;0.00
37015;24.0;16000.00;0,91;31-Jul-2027;;0.00;0.00;0.00;0.00;0.00
37015;25.0;16000.00;0,91;31-Dic-2027;;0.00;0.00;0.00;0.00;0.00
37015;26.0;16000.00;0,91;31-Jul-2028;;0.00;0.00;0.00;0.00;0.00
37015;27.0;16000.00;0,91;31-Dic-2028;;0.00;0.00;0.00;0.00;0.00
37015;28.0;16000.00;0,91;31-Jul-2029;;0.00;0.00;0.00;0.00;0.00
37015;29.0;16000.00;0,91;31-Dic-2029;;0.00;0.00;0.00;0.00;0.00
37015;30.0;3086.32;0,91;31-Jul-2030;;0.00;0.00;0.00;0.00;0.00
36793;1.0;630.08;1,00;31-Jul-2015;;0.00;0.00;0.00;0.00;0.00
36793;0.1;4449.00;1,00;5-Oct-2015;5-Oct-2015;4449.00;177.96;4271.04;4271.04;177.96
36791;1.0;5276.00;1,00;31-Jul-2015;7-Oct-2015;5276.00;52.76;5223.24;5223.24;52.76
36791;2.0;61.77;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36790;1.0;3793.00;1,00;31-Jul-2015;;0.00;0.00;0.00;0.00;43500.00
36790;2.0;3793.00;1,00;31-Dic-2015;10-Dic-2015;3793.00;2175.00;1618.00;1618.00;41882.00
36790;3.0;3793.00;1,00;31-Jul-2016;5-Ago-2016;3793.00;2931.74;861.26;2479.26;41020.74
36790;4.0;3793.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36790;5.0;3793.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36790;6.0;3793.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36790;7.0;3793.00;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36790;8.0;3793.00;1,00;31-Dic-2018;;0.00;0.00;0.00;0.00;0.00
36790;9.0;3793.00;1,00;31-Jul-2019;;0.00;0.00;0.00;0.00;0.00
36790;10.0;3793.00;1,00;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
36790;11.0;3793.00;1,00;31-Jul-2020;;0.00;0.00;0.00;0.00;0.00
36790;12.0;3793.00;1,00;31-Dic-2020;;0.00;0.00;0.00;0.00;0.00
36790;13.0;3793.00;1,00;31-Jul-2021;;0.00;0.00;0.00;0.00;0.00
36790;14.0;3793.00;1,00;31-Dic-2021;;0.00;0.00;0.00;0.00;0.00
36790;15.0;3793.00;1,00;31-Jul-2022;;0.00;0.00;0.00;0.00;0.00
36790;16.0;3793.00;1,00;31-Dic-2022;;0.00;0.00;0.00;0.00;0.00
36790;17.0;3000.00;1,00;31-Jul-2023;;0.00;0.00;0.00;0.00;0.00
36790;18.0;3000.00;1,00;31-Dic-2023;;0.00;0.00;0.00;0.00;0.00
36790;19.0;2275.27;1,00;31-Jul-2024;;0.00;0.00;0.00;0.00;0.00
36790;20.0;0.00;1,00;31-Dic-2024;;0.00;0.00;0.00;0.00;0.00
36789;6.0;1874.00;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36789;7.0;1874.00;1,00;31-Dic-2018;;0.00;0.00;0.00;0.00;0.00
36789;8.0;1874.00;1,00;31-Jul-2019;;0.00;0.00;0.00;0.00;0.00
36789;9.0;1874.00;1,00;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
36789;10.0;1874.00;1,00;31-Jul-2020;;0.00;0.00;0.00;0.00;0.00
36789;11.0;1874.00;1,00;31-Dic-2020;;0.00;0.00;0.00;0.00;0.00
36789;12.0;1874.00;1,00;31-Jul-2021;;0.00;0.00;0.00;0.00;0.00
36789;5.0;1874.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36789;4.0;1874.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36789;3.0;1874.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36789;2.0;1874.00;1,00;31-Jul-2016;5-Ago-2016;1874.00;1464.12;409.88;993.88;20506.12
36789;13.0;1874.00;1,00;31-Dic-2021;;0.00;0.00;0.00;0.00;0.00
36789;14.0;1874.00;1,00;31-Jul-2022;;0.00;0.00;0.00;0.00;0.00
36789;15.0;1874.00;1,00;31-Dic-2022;;0.00;0.00;0.00;0.00;0.00
36789;16.0;1874.00;1,00;31-Jul-2023;;0.00;0.00;0.00;0.00;0.00
36789;17.0;1874.00;1,00;31-Dic-2023;;0.00;0.00;0.00;0.00;0.00
36789;18.0;1874.00;1,00;31-Jul-2024;;0.00;0.00;0.00;0.00;0.00
36789;19.0;1874.00;1,00;31-Dic-2024;;0.00;0.00;0.00;0.00;0.00
36789;20.0;2184.86;1,00;31-Jul-2025;;0.00;0.00;0.00;0.00;0.00
36789;1.0;1874.00;1,00;31-Dic-2015;10-Dic-2015;1874.00;1290.00;584.00;584.00;20916.00
36788;1.0;2504.00;1,00;31-Jul-2015;;0.00;0.00;0.00;0.00;18428.55
36788;2.0;2504.00;1,00;31-Dic-2015;16-Dic-2015;2504.00;921.45;1582.55;1582.55;16846.00
36788;3.0;2504.00;1,00;31-Jul-2016;5-Ago-2016;2504.00;1179.22;1324.78;2907.33;15521.22
36788;4.0;2504.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36788;5.0;2504.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36788;6.0;2504.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36788;7.0;2504.00;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36788;8.0;2504.00;1,00;31-Dic-2018;;0.00;0.00;0.00;0.00;0.00
36788;9.0;2504.00;1,00;31-Jul-2019;;0.00;0.00;0.00;0.00;0.00
36788;10.0;804.28;1,00;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
36787;7.0;6385.00;1,00;31-Dic-2018;;0.00;0.00;0.00;0.00;0.00
36787;8.0;6385.00;1,00;31-Jul-2019;;0.00;0.00;0.00;0.00;0.00
36787;3.0;6385.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36787;2.0;6385.00;1,00;31-Jul-2016;8-Ago-2016;6385.00;3522.75;2862.25;6037.25;47462.75
36787;1.0;6385.00;1,00;31-Dic-2015;10-Dic-2015;6385.00;3210.00;3175.00;3175.00;50325.00
36787;9.0;6385.00;1,00;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
36787;10.0;6385.00;1,00;31-Jul-2020;;0.00;0.00;0.00;0.00;0.00
36787;11.0;6385.00;1,00;31-Dic-2020;;0.00;0.00;0.00;0.00;0.00
36787;12.0;6794.71;1,00;31-Jul-2021;;0.00;0.00;0.00;0.00;0.00
36787;4.0;6385.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36787;5.0;6385.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36787;6.0;6385.00;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36783;2.0;10365.02;1,00;31-Dic-2015;10-Dic-2015;10365.02;1062.45;9302.57;9302.57;11946.41
36783;1.0;11590.00;1,00;31-Jul-2015;;0.00;0.00;0.00;0.00;21248.98
36783;2.1;0.00;1,00;1-Abr-2016;1-Abr-2016;722.77;358.38;364.39;9666.96;11582.02
36803;1.0;2400.00;1,00;31-Jul-2015;2-Oct-2015;2400.00;24.00;2376.00;2376.00;24.00
36803;2.0;25.20;1,00;31-Dic-2015;10-Dic-2015;0.00;0.00;0.00;0.00;0.00
36804;2.0;6881.00;0,91;31-Jul-2016;5-Ago-2016;6881.00;6328.07;552.93;1933.91;98066.09
36804;1.0;6881.00;0,91;31-Dic-2015;16-Dic-2015;6881.00;5500.02;1380.98;1380.98;98619.02
36804;3.0;6881.00;0,91;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36804;4.0;6881.00;0,91;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36804;5.0;6881.00;0,91;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36804;6.0;6881.00;0,91;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36804;7.0;6881.00;0,91;31-Dic-2018;;0.00;0.00;0.00;0.00;0.00
36804;8.0;6881.00;0,91;31-Jul-2019;;0.00;0.00;0.00;0.00;0.00
36804;9.0;6881.00;0,91;31-Dic-2019;;0.00;0.00;0.00;0.00;0.00
36804;10.0;6881.00;0,91;31-Jul-2020;;0.00;0.00;0.00;0.00;0.00
36804;11.0;6881.00;0,91;31-Dic-2020;;0.00;0.00;0.00;0.00;0.00
36804;12.0;6881.00;0,91;31-Jul-2021;;0.00;0.00;0.00;0.00;0.00
36804;13.0;6881.00;0,91;31-Dic-2021;;0.00;0.00;0.00;0.00;0.00
36804;14.0;6881.00;0,91;31-Jul-2022;;0.00;0.00;0.00;0.00;0.00
36804;15.0;6881.00;0,91;31-Dic-2022;;0.00;0.00;0.00;0.00;0.00
36804;16.0;6881.00;0,91;31-Jul-2023;;0.00;0.00;0.00;0.00;0.00
36804;17.0;6881.00;0,91;31-Dic-2023;;0.00;0.00;0.00;0.00;0.00
36804;18.0;6881.00;0,91;31-Jul-2024;;0.00;0.00;0.00;0.00;0.00
36804;19.0;6881.00;0,91;31-Dic-2024;;0.00;0.00;0.00;0.00;0.00
36804;20.0;6881.00;0,91;31-Jul-2025;;0.00;0.00;0.00;0.00;0.00
36804;21.0;6881.00;0,91;31-Dic-2025;;0.00;0.00;0.00;0.00;0.00
36804;22.0;6881.00;0,91;31-Jul-2026;;0.00;0.00;0.00;0.00;0.00
36804;23.0;6881.00;0,91;31-Dic-2026;;0.00;0.00;0.00;0.00;0.00
36804;24.0;6881.00;0,91;31-Jul-2027;;0.00;0.00;0.00;0.00;0.00
36804;25.0;6881.00;0,91;31-Dic-2027;;0.00;0.00;0.00;0.00;0.00
36804;26.0;6881.00;0,91;31-Jul-2028;;0.00;0.00;0.00;0.00;0.00
36804;27.0;6881.00;0,91;31-Dic-2028;;0.00;0.00;0.00;0.00;0.00
36804;28.0;6881.00;0,91;31-Jul-2029;;0.00;0.00;0.00;0.00;0.00
36804;29.0;6881.00;0,91;31-Dic-2029;;0.00;0.00;0.00;0.00;0.00
36804;30.0;8760.61;0,91;31-Jul-2030;;0.00;0.00;0.00;0.00;0.00
36805;5.0;2237.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36805;4.0;2237.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36805;3.0;2237.00;1,00;31-Jul-2016;5-Ago-2016;2237.00;537.95;1699.05;6954.35;4046.50
36805;2.0;2237.00;1,00;31-Dic-2015;16-Dic-2015;2237.00;0.00;2237.00;3315.96;7684.89
36805;1.0;2237.00;1,00;31-Dic-2015;16-Dic-2015;2237.00;297.66;1939.34;5255.30;5745.55
36805;0.1;1519.00;1,00;6-Oct-2015;6-Oct-2015;1519.00;440.04;1078.96;1078.96;9921.89
36805;6.0;361.63;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36806;1.0;1054.00;1,00;31-Dic-2015;10-Dic-2015;1054.00;310.86;743.14;743.14;4438.08
36806;2.0;1054.00;1,00;31-Jul-2016;5-Ago-2016;1054.00;310.66;743.34;1486.48;3694.74
36806;3.0;1054.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36806;4.0;1054.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36806;5.0;1054.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36806;6.0;1084.67;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36807;1.0;2339.00;1,00;31-Dic-2015;10-Dic-2015;2339.00;690.00;1649.00;1649.00;9851.00
36807;2.0;2339.00;1,00;31-Jul-2016;5-Ago-2016;2339.00;689.57;1649.43;3298.43;8201.57
36807;3.0;2339.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36807;4.0;2339.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36807;5.0;2339.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36807;6.0;2410.07;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36816;6.0;2204.13;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36816;1.0;2135.00;1,00;31-Dic-2015;16-Dic-2015;2135.00;630.00;1505.00;1505.00;8995.00
36816;5.0;2135.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36816;4.0;2135.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36816;3.0;2135.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36816;2.0;2135.00;1,00;31-Jul-2016;5-Ago-2016;2135.00;629.65;1505.35;3010.35;7489.65
36812;1.0;2237.00;1,00;31-Dic-2015;10-Dic-2015;2237.00;660.00;1577.00;1577.00;9423.00
36812;2.0;2237.00;1,00;31-Jul-2016;5-Ago-2016;2237.00;659.61;1577.39;3154.39;7845.61
36812;3.0;2237.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36812;4.0;2237.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36812;5.0;2237.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36812;6.0;2307.10;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36813;1.0;2847.00;1,00;31-Dic-2015;10-Dic-2015;2847.00;840.00;2007.00;2007.00;11993.00
36813;2.0;2847.00;1,00;31-Jul-2016;5-Ago-2016;2847.00;839.51;2007.49;4014.49;9985.51
36813;3.0;2847.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36813;4.0;2847.00;1,00;31-Jul-2017;;0.00;0.00;0.00;0.00;0.00
36813;5.0;2847.00;1,00;31-Dic-2017;;0.00;0.00;0.00;0.00;0.00
36813;6.0;2936.87;1,00;31-Jul-2018;;0.00;0.00;0.00;0.00;0.00
36833;3.0;4026.00;1,00;31-Dic-2016;;0.00;0.00;0.00;0.00;0.00
36833;2.0;4026.00;1,00;31-Jul-2016;5-Ago-2016;4026.00;1555.68;2470.32;5246.32;19753.68
36833;1.0;4026.00;1,00;31-Dic-2015;10-Dic-2015;4026.00;1250.00;2776.00;2776.00;22224.00
